Metric,Mean,Std_Dev
Local_Accuracy,0.9300140255266921,0.05320720246833537
Local_Precision,0.9023199743111212,0.07840612135807745
Local_Recall,0.7448783588039063,0.0988255011528814
Local_F1,0.7790005020978865,0.0978056595582287
Local_AUC,0.9887893483220767,0.007230596292650013
Global_Accuracy,0.8061725414311673,0.1222456728170845
Global_Precision,0.7551232439407694,0.09773025541364365
Global_Recall,0.8352891830634579,0.01428487057689757
Global_F1,0.7371915886995913,0.08470596146033263
